Product,Rating,Title,Review,Brand,Line,RatingNumeric,HairPattern,HairDensity,ScalpCondition,HairConcerns
"﻿MopTop Curl Enhancer Gel, Reduces Frizz, Natural Ingredients, Kinky-Coily Curly Hair Gel, Made w/ ﻿Aloe, Sea Botanicals & Honey, (﻿Citrus Medley, 8oz)",4.0 out of 5 stars,"keeping hair nice and soft, gentle shampoo","i got this because i was going to try out the curly girl method, which i found out isn’t for me but i still like this shampoo. i try to not wash my hair every day but i live in florida, and exercise most days so i feel like to feel fresh i do need to wash my hair almost daily, and this shampoo doesn’t dry it out. i use a minuscule amount, spread around in my hands and just wash roots. works well for my mid length dry at ends but easily greasy roots - hair 👌🏼",Moptop,Conditioner,4,curly,medium,dry scalp,dryness
"﻿MopTop Curl Enhancer Gel, Reduces Frizz, Natural Ingredients, Kinky-Coily Curly Hair Gel, Made w/ ﻿Aloe, Sea Botanicals & Honey, (﻿Citrus Medley, 8oz)",5.0 out of 5 stars,a great conditioner,"i started the curly girl method and heard a youtuber rave about moptop. i tried the sample pack and instantly fell in love. the shampoo and conditioner are very moisturizing while containing a good balance of protein. the consistency is perfect - not too thick but not too watery. the conditioner provides just the right amount of ""slick"" feel and makes my hair easy to brush. my hair feels well conditioned. but the best is the scent - who know bamboo could smell so good?? it is hard to describe, but it is a sweet, fresh scent that makes me look forward to wash days - and i'm usually intolerant to most scents. definitely recommend.",Moptop,Conditioner,5,curly,thick,dry scalp,
"﻿MopTop Curl Enhancer Gel, Reduces Frizz, Natural Ingredients, Kinky-Coily Curly Hair Gel, Made w/ ﻿Aloe, Sea Botanicals & Honey, (﻿Citrus Medley, 8oz)",5.0 out of 5 stars,can't get any better than this for us curly girls,"can't get any better than this for us curly girls. i've been buying this for years and will never ever try anything different! i've tried everything under the sun. combine this with the daily conditioner, and shampoo, and one other product i use and the curls are amazing. i get compliments every day.",Moptop,Conditioner,5,curly,fine,,
"﻿MopTop Curl Enhancer Gel, Reduces Frizz, Natural Ingredients, Kinky-Coily Curly Hair Gel, Made w/ ﻿Aloe, Sea Botanicals & Honey, (﻿Citrus Medley, 8oz)",5.0 out of 5 stars,the best!,"this is my holy-grail product. for me, it creates soft, non-crunchy, non-sticky curls when scrunched and diffused or plopped. there is no heavy residue, very little to no frizz. it seems moisturizing and well as light hold. just love it. (fyi, i have 2b-2c waves, not sure of porosity but probably low to medium).",Moptop,Conditioner,5,wavy,fine,sensitive scalp,frizz
"﻿MopTop Curl Enhancer Gel, Reduces Frizz, Natural Ingredients, Kinky-Coily Curly Hair Gel, Made w/ ﻿Aloe, Sea Botanicals & Honey, (﻿Citrus Medley, 8oz)",5.0 out of 5 stars,i'm a believer!,"during quarantine, like many others, i discovered that my hair was a lot curlier than i imagined! in the course of integrating the curly girl method/products, this stuck out as one that helped other low-porosity people. i didn't notice a difference at first, but now that i've experimented with a lot of different products, this one is still part of my wash day routine. i add this right after leave-in and just before i apply a hard cast gel; i can literally feel it sucking the water into the core of my strands, and it takes my hair from dripping to just saturated with one application. once all three products are applied, i throw my hair up into a microfiber turban until i can diffuse (for anyone that was curious about my post-wash routine). hope this helps other low-porosity curlies out there!",Moptop,Conditioner,5,curly,medium,,"volume, shine"
"﻿MopTop Curl Enhancer Gel, Reduces Frizz, Natural Ingredients, Kinky-Coily Curly Hair Gel, Made w/ ﻿Aloe, Sea Botanicals & Honey, (﻿Citrus Medley, 8oz)",4.0 out of 5 stars,switched from deva to moptop,"i really was just trying to save some money after using devacurl products for a couple of years. deva is great, but it's really expensive, plus you should change up your product occasionally to give your hair a rest.i shopped around, checked reviews, even tried some samples of a few brands, and moptop products won the race by a mile! i'm currently using the no-poo cleansing conditioner, the daily conditioner, the leave-in conditioner, and the curly hair custard. the custard was my first purchase and came with some samples from the rest of the line.i will say it works much better with a little extra moisture underneath. after conditioning (or cleansing and conditioning if it's ""wash"" day) i apply a tiny bit of the leave-in while still in the shower with soaking wet hair. then i step out and apply a liberal amount of the curly custard, being sure to flip upside-down and side-to-side. then scrunch scrunch scrunch. i let it air dry then loosen the cast once it's completely dry. this can also be done with a diffuser, but i don't have time for blow dryers. i find i see a lot more frizz if i skip the leave-in.",Moptop,Conditioner,4,curly,medium,sensitive scalp,"frizz, dryness"
"﻿MopTop Curl Enhancer Gel, Reduces Frizz, Natural Ingredients, Kinky-Coily Curly Hair Gel, Made w/ ﻿Aloe, Sea Botanicals & Honey, (﻿Citrus Medley, 8oz)",5.0 out of 5 stars,curly-girl life changer!,"my hairstylist recommended this product and it’s been a life changer!!! my curlyish hair has most often been noncommittal towards performing in my daily hopes before this. every night before bed i simply re-wet the ends of my hair, saturate it with mop top and go to bed. the wonderful fragrance is such a plus!  i wake up every morning with perfect, ready to go hair! my hair feels soft and the curls are perfect. throughout the day if i need a reboot ( swimming, shower any hair adventure), i just rewet my ends again, apply mop top and go! it drys quickly and no extra fussing is needed! buy it!!!!✨",Moptop,Conditioner,5,curly,medium,sensitive scalp,dryness
"﻿MopTop Curl Enhancer Gel, Reduces Frizz, Natural Ingredients, Kinky-Coily Curly Hair Gel, Made w/ ﻿Aloe, Sea Botanicals & Honey, (﻿Citrus Medley, 8oz)",3.0 out of 5 stars,just okay,"this was just okay for me. didn't provide any better results than lesser expensive products i can buy at my local retail outlet. i bought this because it is natural and minus the sulfates, which can dry out and damage hair and scalp. my scalp has been dry for some time and i have psoriasis, which does flare up from time to time., especially when my scalp is dry. i also changed shampoos at the same time, using a cleansing conditoner free of sulfates.i've been using it for a couple of weeks now and it hasn't really made a difference. additonally, it tends to create a slightly crispy texture in my hair.  this will probably not be the experience for most people as i have very, very kinky, frizzy curly hair. although each folicle is very fine, i have a lot of it, and with the extreme curl, it often feels almost coarse.i am scotch irish and just have crazier hair than most people here buying this product. however, if you share my genetic predisposition, please understand that this may not work for you either.that all being said, the product came well packaged and smells really nice. and i do like that it is natural. *sigh*",Moptop,Conditioner,3,curly,fine,sensitive scalp,"frizz, dryness"
"﻿MopTop Curl Enhancer Gel, Reduces Frizz, Natural Ingredients, Kinky-Coily Curly Hair Gel, Made w/ ﻿Aloe, Sea Botanicals & Honey, (﻿Citrus Medley, 8oz)",1.0 out of 5 stars,"don't waste your money. this hurt my hair, and made it more frizzy.","the smell is nice, and that is it. i have curly, fine hair, ringlets. this product i put on wet hair in the shower after the terrible moptop shampoo (which made my hair feel like straw). there was no moisture added. no detangling. afterward i used moptop curly custard, which is the only thing that added any moisture. i do not recommend this product, nor the shampoo. anywhere i didn't but the custard (because it weighs down my fine hair around scalp was a frizz show)",Moptop,Conditioner,1,curly,fine,flaky scalp,frizz
"﻿MopTop Curl Enhancer Gel, Reduces Frizz, Natural Ingredients, Kinky-Coily Curly Hair Gel, Made w/ ﻿Aloe, Sea Botanicals & Honey, (﻿Citrus Medley, 8oz)",2.0 out of 5 stars,"defines curls, but made my hair stringy","i have 2c/3a wavy/curly hair. i used this in combination with the entire line of mop top products: the gentle shampoo, daily conditioner and leave-in conditioner. first, a little goes a long way. beware of using too much. however, i tried using varying amounts on numerous occasions, and every time, it defined my curls but made my hair stringy. i did not like the look. i think this product may just be too heavy for me. also, second day hair was frizzy and felt dry. unfortunately, i missed the return cutoff and am stuck with this expensive product i can't use. just didn't work for me.",Moptop,Conditioner,2,wavy,fine,dry scalp,"frizz, dryness"
"﻿MopTop Curl Enhancer Gel, Reduces Frizz, Natural Ingredients, Kinky-Coily Curly Hair Gel, Made w/ ﻿Aloe, Sea Botanicals & Honey, (﻿Citrus Medley, 8oz)",1.0 out of 5 stars,do not buy: broken seal with mold/object inside,"upon receiving my item i noticed dried product on the outside of the lid. i have a photo but the app only lets me post one. when i opened the package the seal was already broken. a lot of the product was dried along the rim of the container. upon closer inspection i noticed two black/green spots imbedded into the product. i assume this is mold or dirt. i cannot believe i paid such a high price for a defective, dried, dirty, and unsealed product. will not be purchasing from this supplier again.",Moptop,Conditioner,1,coily,,sensitive scalp,"dryness, breakage, volume"
"﻿MopTop Curl Enhancer Gel, Reduces Frizz, Natural Ingredients, Kinky-Coily Curly Hair Gel, Made w/ ﻿Aloe, Sea Botanicals & Honey, (﻿Citrus Medley, 8oz)",5.0 out of 5 stars,"great for fine, low porosity, dry, 2a-b-c hair!","this product has been superior compared to many other products i have tried for my wavy, fine, low porosity, medium density, shoulder length shag style hair that suffers from dryness, halo frizz and a mixed curl pattern. 6 months ago i decided to fully embrace my natural waves, use a slightly modified version of the cgm, and found that the front of my hair is 2c, the sides of my hair are 2b, and the back of my hair is 1c-2a. research suggested that hair similar to mine benefits most from lightweight, moisturizing products. i ended up focusing more on using a lower number of moisturizing products instead of multiple lightweight products. i've used as i am leave in conditioner for my dry hair since before i started this hair journey but decided to ditch it if i'm going to add on a curl activator/enhancer/gel. i tried cantu curl activator, which did almost nothing to define my waves and made my hair more frizzy. i tried maui moisture curl smoothie which did help enhance my waves (not in the back though), provided decent moisture, reduced some frizz, but did not have much hold- next day waves were basically not a thing and frizz was back. adding in curls blueberry bliss gel gave me almost no hold (upon purchasing i didn't realize it was a light hold gel) and was very drying so i ditched that quickly and replaced it with eco style gel (strong hold gel). it did help with definition and hold all around, not drying, but it wasn't optimal. i moved on to aunt jackie's defining curl custard and no gel which impressed me with the moisture, decent hold, reduced frizz, and enhanced definition even in the 2a back of my hair- but it contains silicones that i knew would eventually weigh down my hair. mop top curly hair custard gel had been on my list of cgm approved products to try and i should've gone with it ages ago because this product goes beyond aunt jackie's. i have defined waves all around, equal hold, and it is moisturizing. i've gotten the best defined next day waves compared to all other products i've tried. with other/no products, my halo frizz is usually worse the second and third day- but even with humectants being predominant in this product, i have had no halo frizz. i usually get frizz in both dry and humid environments, i have not yet had a chance to test it on a sufficiently humid day. i am optimistic though.",Moptop,Conditioner,5,straight,fine,,"frizz, dryness"
